Serial2,F05_01,F05_01_ENG,F05_02,F05_02 ENG,F05_03,F05_04,F12,F13,F15,F15 ENG,F16,F16 ENG,F20,F21,F30,F30 ENG,F31_01,F31_01_ENG,F31_02,F31_02_ENG,F31_03,F31_03_ENG,F31_04,F31_04_ENG,F31_05,F31_05_ENG,F31_06,F31_06_ENG,F31_07,F31_07_ENG,F31_08,F31_08_ENG,F32,F33,hFerienDauer,hGruppePersonen,F80,F80_a05,F81_01,F81_02,F81_03,F81_04,F81_05,F81_06,F81_Total,F82_01,F82_02,F82_03,F82_04,F82_05,F82_06,F82_07,F82_Total,F83,F85,F105,F105A,F105_Code,F105_Code_nr,F105_OrgCode,F125,F125_ENG,F125_a11,F125_a11 ENG,F130,F130_a07,F135_01,F12_F13_Mittelwert_2Cat_final
21241,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,New Hampshire,,05.09.2023,19.09.2023,Herbst,Autumn,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,7,14,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,15,2,$,,4000,1000,2800,450,300,300,8850,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,2,Summer
21244,Europa,Europe,Schweiz,Switzerland,Basel-Stadt,,06.08.2023,13.08.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,CHF,,1100,100,500,0,50,0,1750,,,,,,,,,,Ja,Rougemont,,Rougemont,413,Pays d'Enhaut Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,8,Summer
21255,Europa,Europe,Schweiz,Switzerland,Graubünden,,11.09.2023,14.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,CHF,,600,100,350,0,150,0,1200,,,,,,,,,,Ja,Cully,,Cully,#N/A,Montreux Riviera,Hotel / Kurhaus,Hotel / Spa House,,,****,,4,Summer
21259,Europa,Europe,Belgien,Belgium,Flemish Region,,01.09.2023,19.09.2023,Sommer,Summer,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,20,60,Nein,Non,Trifft zu,Applies,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,19,1,€,,1000,400,400,400,250,250,2700,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Jugendherberge / Hostel,Youth Hostel / Hostel,,,,,5,Summer
21263,Europa,Europe,Spanien,Spain,Comunidad Autónoma de Andalucía,,11.09.2023,17.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,7,2,CHF,,1400,0,1500,0,200,1300,4400,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Andere,Other,Hotel,Hotel,,,7,Summer
21269,Europa,Europe,Finnland,Finland,Uusimaa [Finnish] / Nyland [Swedish],,12.09.2023,18.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,7,2,€,,0,800,10000,0,200,0,11000,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Andere,Other,I overnighted in Versoix,I overnighted in Versoix,,,7,Summer
21287,Europa,Europe,Belgien,Belgium,Wallonia,,10.09.2023,14.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,4,,5,4,€,,0,0,50,0,20,10,80,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,5,Summer
21292,Europa,Europe,Schweiz,Switzerland,Bern,,12.09.2023,14.09.2023,Herbst,Autumn,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,25,,3,25,CHF,,9000,0,4000,0,0,0,13000,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Hotel / Kurhaus,Hotel / Spa House,,,****,,2,Summer
21293,Europa,Europe,Belgien,Belgium,Brussels,,10.09.2023,17.09.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),3,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,8,4,€,,1260,100,1060,50,0,200,2670,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,1,Summer
21302,Europa,Europe,Österreich,Austria,Salzburg,,25.08.2023,26.08.2023,Sommer,Summer,Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz,Round trip through Europe: only one overnight stay in Switzerland,,1,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,2,4,€,,0,0,0,0,0,500,500,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,1,Summer
21304,Nord- und Mittelamerika,North and Central America,Kanada,Canada,Colombie-Britannique,,22.08.2023,17.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,27,2,CHF,,0,1200,3500,300,300,0,5300,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,Family home,Family home,,,27,Summer
21312,Europa,Europe,Italien,Italy,Lombardia,,08.09.2023,10.09.2023,Sommer,Summer,Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz,Round trip through Europe: only one overnight stay in Switzerland,,10,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,3,2,CHF,,280,0,350,0,80,0,710,,,,,,,,,,Ja,Vevey,,Vevey,290,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Summer
21324,Europa,Europe,Portugal,Portugal,Aveiro,,04.09.2023,11.09.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),1,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,CHF,,0,40,200,100,0,0,340,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,8,Summer
21364,Europa,Europe,Spanien,Spain,Comunidad Autónoma de Castilla y León,,11.09.2023,18.09.2023,Sommer,Summer,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,6,14,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,8,2,CHF,,100,30,500,100,0,40,770,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Campingplatz,Campsite,,,,,2,Summer
21385,Europa,Europe,Griechenland,Greece,,,05.09.2023,13.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,9,2,CHF,,800,0,500,0,0,400,1700,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,9,Summer
21407,Europa,Europe,Spanien,Spain,Catalunya,,20.08.2023,30.08.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),3,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,11,4,CHF,,600,500,500,50,0,200,1850,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Andere,Other,en casa de familiares,at relatives' homes,,,3,Summer
21446,Europa,Europe,Frankreich,France,Occitanie,,09.09.2023,25.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,17,2,CHF,,0,300,1500,500,500,0,2800,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Andere,Other,famille résidente,Resident family,,,17,Summer
21447,Europa,Europe,Frankreich,France,Île-de-France,,18.09.2023,22.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,5,1,CHF,,700,53,250,35,80,0,1118,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,Nicht bekannt,,5,Summer
21451,Asien,Asia,Israel,Israel,Jerusalem,,03.09.2023,23.09.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),5,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,21,2,CHF,,3500,1000,1000,0,0,0,5500,,,,,,,,,,Ja,Montreux,,Montreux,289,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Summer
21458,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,London City of,21.09.2023,24.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,4,3,CHF,,0,0,300,5,0,0,305,,,,,,,,,,Ja,Le Pont,,Le Pont,#N/A,Vallée de Joux,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,4,Summer
21476,Europa,Europe,Frankreich,France,Auvergne-Rhône-Alpes,,01.09.2023,08.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,8,4,€,,4000,200,800,300,150,0,5450,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,8,Summer
21488,Europa,Europe,Schweiz,Switzerland,St. Gallen,,16.09.2023,30.09.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,15,3,CHF,,1400,100,800,0,500,0,2800,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,8,Summer
21501,Südamerika,South America,Argentinien,Argentina,,,30.09.2023,05.10.2023,Frühling,Spring,Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz,Round trip through Europe: only one overnight stay in Switzerland,,15,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,5,,6,5,€,,1500,1500,3000,1000,0,0,7000,,,,,,,,,,Ja,Vevey,,Vevey,290,Montreux Riviera,Gemietete Wohnung / Haus,Rented apartment / house,,,,,5,Summer
21517,Europa,Europe,Niederlande,Netherlands,Noord Brabant,,22.09.2023,24.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,3,2,€,,0,150,300,0,0,0,450,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,3,Summer
21524,Europa,Europe,Frankreich,France,Occitanie,,22.09.2023,24.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,3,4,€,,600,0,300,0,0,0,900,,,,,,,,,,Ja,Chavannes-de-Bogis,,Chavannes-de-Bogis,308,Nyon Région Tourisme,Hotel / Kurhaus,Hotel / Spa House,,,***,,3,Summer
21532,Europa,Europe,Belgien,Belgium,Wallonia,,24.09.2023,28.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,5,1,€,,0,100,100,0,0,0,200,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Andere,Other,dans l'appartement de mes enfants,in my children's apartment,,,5,Summer
21544,Europa,Europe,Rumänien,Romania,,,19.09.2023,29.09.2023,Herbst,Autumn,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,2,7,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,11,2,CHF,,1000,300,200,0,50,100,1650,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Andere,Other,Passing through to Lausanne,Passing through to Lausanne,,,0,Summer
21545,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,Missouri,,07.09.2023,23.09.2023,Sommer,Summer,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,7,24,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,4,,17,4,CHF,,5200,650,4800,80,50,100,10880,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,2,Summer
21548,Europa,Europe,Spanien,Spain,Comunidad Autónoma de Castilla-La Mancha,,14.09.2023,24.09.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),5,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,11,3,CHF,,2000,500,500,250,0,0,3250,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Bed & Breakfast,Bed & Breakfast,,,,,1,Summer
21553,Europa,Europe,Frankreich,France,Auvergne-Rhône-Alpes,,28.09.2023,01.10.2023,Sommer,Summer,Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz),Round trip only within Switzerland (several overnight locations in Switzerland),2,,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,2,,4,2,€,,800,100,500,1500,0,0,2900,,,,,,,,,,Ja,Morges,,Morges,295,Morges Région,Hotel / Kurhaus,Hotel / Spa House,,,****,,2,Summer
21557,Südamerika,South America,Brasilien,Brazil,Parana,,12.09.2023,24.09.2023,Sommer,Summer,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,13,3,CHF,,3000,666,951,450,257,206,5530,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,13,Summer
21567,Europa,Europe,Vereinigtes Königreich,United Kingdom,England,Reading,21.09.2023,25.09.2023,Herbst,Autumn,Ferien mit nur einem Übernachtungsort in der Schweiz,Holidays with only one overnight stay in Switzerland,,,Nein,Non,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,1,,5,1,£,,0,50,120,0,0,0,170,,,,,,,,,,Ja,Nyon,,Nyon,313,Nyon Région Tourisme,Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.),Free apartment/house (own or from friends / relatives etc.),,,,,5,Summer
21570,Nord- und Mittelamerika,North and Central America,Vereinigte Staaten von Amerika,United States of America,California,,10.09.2023,19.09.2023,Sommer,Summer,Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz,Round trip through Europe: several places to stay in Switzerland,4,17,Nein,Non,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft zu,Applies,Trifft zu,Applies,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,Trifft nicht zu,Not applicable,3,,10,3,CHF,,2500,1000,0,0,200,0,3700,,,,,,,,,,Ja,Lausanne,,Lausanne,253,Lausanne Tourisme,Gemietete Wohnung / Haus,Rented apartment / house,,,,,3,Summer
