Serial2;F05_01;F05_01 ENG;F05_02;F05_02 ENG;F05_03;F05_04;F12;F13;F15;F15 ENG;F16;F16 ENG;F17;F20;F21;F30;F30 ENG;F31_01;F31_01_ENG;F31_02;F31_02_ENG;F31_03;F31_03_ENG;F31_04;F31_04_ENG;F31_05;F31_05_ENG;F31_06;F31_06_ENG;F31_07;F31_07_ENG;F31_08;F31_08_ENG;F31_09;F32;F33;hFerienDauer;hGruppePersonen;F80;F80_a05;F81_01;F81_02;F81_03;F81_04;F81_05;F81_06;F81_Total;F82_01;F82_02;F82_03;F82_04;F82_05;F82_06;F82_07;F82_Total;F83;F85;F105;F105A;F105_Code;F105_Code_nr;F105_OrgCode;F125;F125_ENG;F125_a11;F125_a11 ENG;F130;F130_a07;F135_01;F12_F13_Mittelwert_2Cat_final
17207;Europa;Europe;Deutschland;Germany;Hessen;;16.08.23;20.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;3;;5;3;CHF;;180;250;250;0;0;50;730;;;;;;;;;;Ja;Le Chenit;;Le Chenit;756;Vallée de Joux;Campingplatz;Campsite;;;;;5;Summer
9090;Europa;Europe;Schweiz;Switzerland;Wallis;;10.04.23;15.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;6;6;CHF;;180;0;400;60;0;0;640;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Campingplatz;Campsite;;;;;2;Winter
134;Europa;Europe;Schweiz;Switzerland;Waadt;;15.12.22;17.12.22;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;179;0;30;0;0;0;209;;;;;;;;;;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Winter
9799;Europa;Europe;Frankreich;France;Grand Est;;26.04.23;30.04.23;Frühling;Spring;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;15;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;5;2;CHF;;175;0;100;0;50;0;325;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;4;Winter
12820;Europa;Europe;Frankreich;France;Auvergne-Rhône-Alpes;;16.06.23;19.06.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;170;0;50;0;0;20;240;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;4;Summer
9143;Europa;Europe;Schweiz;Switzerland;Bern;;08.04.23;09.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;170;0;120;0;0;0;290;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;;#N/A;;;;;;Winter
24624;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Luton;19.12.23;24.12.23;Winter;Winter;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;5;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;6;1;£;;170;180;200;0;0;0;550;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Jugendherberge / Hostel;Youth Hostel / Hostel;;;;;5;Winter
19832;Europa;Europe;Niederlande;Netherlands;Limburg;;22.08.23;25.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;4;2;€;;170;100;220;0;50;120;660;;;;;;;;;;Ja;Rolle;;Rolle;810;Nyon Région Tourisme;Campingplatz;Campsite;;;;;4;Summer
14476;Europa;Europe;Liechtenstein;Liechtenstein;;;20.07.23;24.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;5;4;CHF;;170;0;600;0;200;0;970;;;;;;;;;;Ja;Vallorbe;;Vallorbe;694;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;5;Summer
10995;Europa;Europe;Schweiz;Switzerland;Bern;;10.05.23;19.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;10;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;10;2;CHF;;160;0;300;0;0;100;560;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;5;Summer
18640;Europa;Europe;Frankreich;France;Bourgogne-Franche-Comté;;02.08.23;11.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;5;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;10;2;€;;160;0;100;40;0;200;500;;;;;;;;;;Ja;Vallorbe;;Vallorbe;694;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;1;Summer
21651;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;London City of;22.09.23;24.09.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;160;100;500;0;0;0;760;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;3;Summer
18808;Europa;Europe;Frankreich;France;Grand Est;;15.08.23;16.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;2;1;€;;160;0;100;50;0;0;310;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
14770;Europa;Europe;Schweiz;Switzerland;Solothurn;;15.07.23;16.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;160;0;300;150;0;0;610;;;;;;;;;;Ja;Cudrefin;;Cudrefin;136;Estavayer-le-Lac/Payerne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
21129;Europa;Europe;Schweiz;Switzerland;Waadt;;09.09.23;12.09.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;160;0;300;0;30;0;490;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;4;Summer
22066;Europa;Europe;Schweiz;Switzerland;Bern;;20.09.23;21.09.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;2;1;CHF;;159;0;120;0;0;0;279;;;;;;;;;;Ja;L'Abbaye;;L'Abbaye;644;Vallée de Joux;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
22067;Europa;Europe;Schweiz;Switzerland;Bern;;20.09.23;21.09.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;159;0;120;0;0;0;279;;;;;;;;;;Ja;L'Abbaye;;L'Abbaye;644;Vallée de Joux;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
11096;Europa;Europe;Schweiz;Switzerland;Aargau;;18.05.23;24.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;7;2;CHF;;150;60;300;0;0;0;510;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;3;Summer
8971;Europa;Europe;Schweiz;Switzerland;Bern;;09.04.23;10.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;2;3;CHF;;150;0;50;0;0;0;200;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;2;Winter
9312;Europa;Europe;Schweiz;Switzerland;Bern;;07.04.23;10.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;4;5;CHF;;150;0;400;0;0;400;950;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;4;Winter
9875;Europa;Europe;Schweiz;Switzerland;Bern;;28.04.23;01.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;150;0;50;0;100;200;500;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;4;Winter
10073;Europa;Europe;Schweiz;Switzerland;Bern;;08.04.23;10.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;1;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;3;5;CHF;;150;0;60;0;0;0;210;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;2;Winter
11025;Europa;Europe;Schweiz;Switzerland;Bern;;18.05.23;21.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;150;0;100;0;0;0;250;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;4;Summer
20347;Europa;Europe;Schweiz;Switzerland;Bern;;11.09.23;15.09.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;5;2;CHF;;150;0;200;0;0;150;500;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;5;Summer
24507;Europa;Europe;Spanien;Spain;Catalunya;;21.12.23;05.01.24;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;6;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;16;1;€;;150;250;300;50;0;0;750;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Andere;Other;familia;family;;;12;Winter
7640;Europa;Europe;Frankreich;France;Centre-Val de Loire;;16.03.23;17.03.23;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;6;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;€;;150;140;200;0;100;0;590;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;1;Winter
6717;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Nottinghamshire;15.03.23;16.03.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;2;4;£;;150;0;120;0;0;0;270;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Winter
10979;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Camden;27.05.23;29.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;150;100;300;0;40;0;590;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;1;Summer
16741;Europa;Europe;Schweiz;Switzerland;Genf;;02.08.23;12.08.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;11;2;CHF;;150;0;80;0;0;0;230;;;;;;;;;;Ja;L'Abbaye;;L'Abbaye;644;Vallée de Joux;Campingplatz;Campsite;;;;;3;Summer
10080;Europa;Europe;Deutschland;Germany;Hessen;;19.04.23;21.04.23;Frühling;Spring;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;7;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;3;3;CHF;;150;0;200;20;0;80;450;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Campingplatz;Campsite;;;;;3;Winter
21739;Europa;Europe;Schweiz;Switzerland;Luzern;;17.09.23;19.09.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;3;1;CHF;;150;0;150;0;0;0;300;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;3;Summer
12909;Europa;Europe;Polen;Poland;Mazowieckie;;30.04.23;08.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;9;2;CHF;;150;110;700;0;200;0;1160;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;2;Summer
22413;Europa;Europe;Deutschland;Germany;Niedersachsen;;24.09.23;26.09.23;Herbst;Autumn;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;2;23;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;€;;150;0;0;0;0;0;150;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;2;Summer
11587;Europa;Europe;Niederlande;Netherlands;Noord Holland;;09.06.23;11.06.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;3;1;€;;150;50;60;0;0;0;260;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Gemietete Wohnung / Haus;Rented apartment / house;;;;;3;Summer
13010;Europa;Europe;Tschechien;Czechia;Pardubicky kraj;;14.06.23;23.06.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;9;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;10;2;CHF;;150;500;300;200;200;100;1450;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Andere;Other;None;None;;;0;Summer
